gs,ACH-000439,ACH-000789,ACH-000531,ACH-000399,ACH-000175
CYRIB,6.435246075,5.726712682,3.432540458,5.7521838,3.410640635
OSBPL6,0.142259747,1.601396487,1.536883205,2.935293624,1.614841246
FBXW12,-0.010778409,0.082835117,0.071519914,0.190549301,0.094046031
NDUFS6,6.702927565,8.643443806,6.824266263,7.923497637,6.849271197
STAT6,6.020096559,2.524773229,5.948387529,4.913231285,6.385993232
SLC31A1,2.369699542,4.544317007,5.282440023,4.892606309,4.874195086
TENT5A,5.243558544,4.023304853,2.402059343,3.703155062,4.483017431
PEX10,3.30069476,3.663477832,3.427228232,3.850537589,3.530063521
MCFD2,5.066282491,5.402111893,7.378623441,6.037644629,7.842749407
PICALM,5.945882462,6.056383787,7.327155134,6.72538211,7.756963436
IL17C,-0.022068191,0.435858527,0.004324195,0.198524809,0.004324195
ERLIN2,5.077888773,2.439240968,5.113436641,5.057393808,5.435200861
SPANXN5,-0.005622439,-0.005622439,-0.005622439,-0.005622439,0.070717084
TMEM273,0.562777313,0.077258828,0.131074146,0.170177872,-0.021949239
TNFAIP3,3.05730894,1.683583524,2.250654412,2.870753379,4.460616038
SSTR1,0.093356557,4.730691001,3.874915306,0.026812041,4.763279184
SLC43A1,5.874786219,4.473713729,2.868850164,3.137427427,2.328732004
FOLR3,0.001948956,0.001948956,1.523416062,0.001948956,2.847315704
MGAT4B,6.357889557,6.172051491,6.54481584,7.014335882,7.189991567
PGAM2,0.199116536,2.304352502,0.037713919,0.695430626,0.357880878
VASH2,0.56240086,0.906783982,0.049194776,2.12731805,2.409313319
HTR1A,-0.00215991,-0.00215991,-0.00215991,-0.00215991,-0.00215991
TADA3,4.383399743,5.270818114,5.908029488,5.798291075,5.862065007
SLCO1A2,-0.032091058,3.957272586,0.033515153,2.096632995,0.735682645
TUBB4A,0.228236421,-0.008097583,-0.008097583,3.262739277,0.061458189
CIDEB,0.361266473,0.268446507,0.5831301,3.077992004,1.33502511
ZNF280A,-0.013734127,1.050132873,-0.013734127,0.001996486,0.001996486
TMEM26,-0.001894472,-0.001894472,0.358753883,-0.001894472,0.466416815
TSR1,4.167784236,5.315224896,4.547220348,4.167784236,4.867089086
PLAC1,0.489683115,0.315353037,0.252557802,0.42230287,-0.027901916
PTRH2,5.414148112,5.462029546,5.292676632,5.5463742,5.544232329
PRKX,3.572354202,0.001888038,2.370239001,2.387281162,1.579116651
KRT9,-0.005309113,-0.005309113,-0.005309113,-0.005309113,0.076462711
CCSER2,2.496060565,2.52500654,4.22188412,4.782407928,4.135261005
EIF5,5.366501824,7.472676295,6.803756692,6.14536348,6.558315292
PNKD,5.400628757,6.319366126,5.253890855,6.40974701,5.840391805
EVC2,0.039483401,0.208119111,1.84844326,0.066807037,2.295599789
MFN2,5.493891276,6.53728553,5.555979751,6.338019094,5.666541981
CLCA2,0.038591382,0.114470556,0.780564282,0.084557397,0.172639924
OR56A3,-0.007195555,1.980970116,-0.007195555,0.005111565,-0.007195555
ZNF891,0.787964368,1.572748202,0.44588968,2.160459421,0.493620605
GRAMD1A,5.727991878,5.490314542,4.315446096,5.348265857,4.286819634
FANCA,3.398864226,4.906313859,1.484533215,5.731316357,2.808768636
GSN,4.703700191,1.267134828,7.891519787,5.658820635,8.892958422
ACAP1,5.822444679,0.360280698,2.167821621,1.178657558,2.010520528
NHSL2,0.03805819,1.207749123,0.309176267,0.25196702,2.414173438
CDT1,6.157078639,4.074872567,1.032791313,3.58047892,2.300468028
NLRP10,0.007882733,0.021782257,2.639673244,0.007882733,3.612163485
GNG8,-0.014430148,-0.014430148,-0.014430148,-0.014430148,-0.014430148
RAD18,2.955703186,3.46366528,2.383354681,3.066204968,2.847812386
SCIMP,-0.02556607,0.113667721,-0.011036072,0.01760139,0.113667721
NME4,8.07620883,7.631460501,7.129972519,6.858749568,6.721647458
PARK7,7.87602166,8.167314494,8.415959401,9.083351011,8.629938269
BTK,6.584255782,0.249480249,0.046820227,0.340879976,0.087094152
RXRA,0.046100087,1.591882875,3.646579343,3.683941769,3.689750694
GSS,6.195560328,5.871311715,5.330506278,6.554344265,5.520633567
FDPS,6.939768982,8.312372852,6.347451438,8.273911825,6.632531187
EPDR1,3.881786049,4.402461843,3.541862563,0.547474722,6.620769836
SCML1,-0.086351412,3.679231426,2.471361278,2.967615167,3.219205741
MPHOSPH9,3.506563227,5.064724398,2.374903792,5.687811622,3.31814564
VWA2,-0.032745388,0.903771089,0.017605193,0.687208105,-0.045644643
CAAP1,3.615884832,4.071701763,3.399116535,5.590471934,3.899433116
YIF1A,6.201822889,5.978216059,6.59591225,5.941715412,6.427631224
LETMD1,6.364542109,5.713582395,4.398266024,6.209799669,4.986175315
ENTPD7,1.127965553,2.223704365,2.264366381,1.56411421,2.013838998
DOCK3,0.501625199,-0.00846688,0.053667031,3.566399476,0.202649402
TAT,0.00061288,0.075982138,-0.012382631,0.075982138,-0.012382631
SLC23A1,0.009226,0.340377967,-0.015303881,0.457707165,0.080178979
SHOX,-0.000563779,-0.000563779,-0.000563779,-0.000563779,2.676146604
RBM19,4.155451589,4.65683382,3.030258011,3.786468638,3.204374709
IFI27,0.33486532,1.256304514,6.637395259,1.860368985,2.101343325
CADM1,0.243893824,4.601024773,5.77020258,7.478033854,6.18766755
CPO,-0.003153271,0.056690517,0.142273004,0.027061994,0.100081716
SLITRK4,-0.004492405,1.072171254,0.009947034,0.009947034,0.009947034
CTNNA2,-0.004613008,1.0667333,0.081765383,3.956500469,0.024742598
CXCR5,-0.015596421,0.013498543,-0.000976921,0.124437839,-0.000976921
TCEAL7,0.081599971,0.288063416,5.567899842,0.346827943,5.478240579
SEMA4D,3.600882576,4.422740381,0.02752062,6.130904616,0.334673468
SMARCA1,0.07307566,4.598428258,5.327319452,5.602700574,5.549071458
SLC25A36,4.548547872,5.619608243,4.268196193,6.519579663,4.581203773
SPECC1,2.446864163,3.274283447,4.585534798,4.13014363,3.042762382
INS-IGF2,-1.46E-05,-1.46E-05,-1.46E-05,-1.46E-05,-1.46E-05
SNX21,0.570062437,1.529116768,3.308970633,3.729728142,4.721767041
C1orf210,-0.041761326,5.50325288,-0.109661881,2.118990968,-0.05507899
MEP1B,0.02637851,1.032898884,0.001865426,0.085618056,0.014182644
GP6,1.706611042,0.027264303,-0.039253245,0.027264303,-0.025690126
FUZ,4.302506051,4.321645801,2.962664776,5.239515272,3.896989452
DHTKD1,3.447925168,3.963895771,2.269256964,3.098981797,2.214285987
SLC10A2,0.000249758,0.035200187,0.000249758,0.000249758,0.000249758
TTC12,-0.065344815,2.78513448,2.000934249,4.297205194,2.337054014
TTC36,0.366209413,0.619949249,0.44450936,0.532017732,-0.013308329
CSRP2,4.855445299,3.613558229,7.329325302,5.565199772,4.767830637
HARBI1,1.525617458,2.090293895,2.167782198,3.1932107,2.012858833
ETDA,0.109394596,0.109394596,0.088626384,0.045921588,0.034991167
PRAMEF11,0.000509322,0.000509322,0.000509322,0.000509322,0.012430089
NDST1,4.424937853,3.990172393,6.383506698,3.782105772,5.709202119
PPIAL4H,-0.008075251,-0.008075251,-0.008075251,-0.008075251,-0.008075251
HAND1,0.006662462,0.006662462,0.006662462,0.212833921,-0.008152871
MMUT,2.526677515,4.603846125,3.63004643,5.531040291,4.291258428
SYN1,0.427689592,3.363115588,1.377005295,4.242160974,0.558276257
PROS1,0.110889814,4.247573171,2.843841809,4.585056385,5.592557442
NOX4,0.022537242,0.022537242,4.492539356,0.022537242,0.522220621
VPS53,2.103908779,3.956136308,3.127187503,3.059558679,4.029726844
MFSD6,0.121662715,3.401831,3.106898011,6.541111884,2.783547779
ALDH8A1,-0.010771446,0.416626317,0.139215626,0.473343083,0.197139492
DMRT1,-0.001306485,0.026439626,-0.001306485,0.01263525,-0.001306485
OR51E1,-0.008221108,3.638592855,-0.008221108,0.517246332,-0.008221108
ISY1,4.755411189,5.994512274,3.925233066,5.916399481,4.215970638
BCKDK,5.28032657,6.367463586,5.076317556,4.273369977,4.618613215
TMEM68,4.122106086,4.193857087,3.327988272,5.173258708,3.369030749
VPS50,1.942686536,4.93989383,3.139344407,4.473272735,3.995991336
PLA2G2A,0.044959515,-0.020327218,0.032154512,-0.020327218,0.143213735
NCAM1,0.066893007,6.598106371,0.384506427,6.789959925,1.830337503
HSPA12A,0.004300293,2.387895565,3.260490338,2.302176262,3.450098386
ZDHHC20,4.622882996,4.704556331,4.642252391,4.85972796,5.313628983
MUC15,-0.033083337,0.023947376,-0.018614593,0.62282427,-0.033083337
SLC28A3,-0.014055457,0.058127221,0.555921554,0.000665574,0.029675355
CXorf58,0.010229017,0.026199183,-0.005900059,0.419381595,-0.005900059
ADAM12,0.234765764,0.104908821,3.90436109,1.026594983,5.470879094
ACE,4.422938089,5.58037066,1.830941869,0.643028984,2.127281621
KRT76,-9.43E-05,-9.43E-05,-9.43E-05,-9.43E-05,-9.43E-05
CCDC180,1.111122282,1.566962787,0.145712643,1.761029509,1.212502695
PDX1,-0.036357452,2.492364603,-0.036357452,0.865041838,-0.036357452
C1orf185,-0.00843635,-0.00843635,-0.00843635,0.173896841,-0.00843635
SNRPG,7.486220117,8.384231586,6.802189893,7.493289269,7.11488544
H2AC7,0.301026442,0.469352618,-0.038040082,0.518106147,0.323192331
CRYBG3,-0.018468353,5.354089187,2.413773423,0.052494767,2.487506913
DEFB112,-5.95E-05,-5.95E-05,-5.95E-05,-5.95E-05,-5.95E-05
SLC7A4,-0.012346087,0.296010364,0.097101722,0.335628189,-0.012346087
RANBP1,7.754700348,8.574224705,5.855196335,6.683639359,6.436623309
RTN1,0.002431994,4.772081293,3.355246169,5.610365432,0.058509466
DAB1,0.011088006,0.696401653,0.055996331,0.223426608,0.511395143
UBXN7,2.638817683,4.686081335,3.164695661,5.195673266,3.4198558
EIF4B,9.580369131,7.530546516,6.928228794,6.620489553,6.891301436
CAV2,0.176512811,2.517479486,7.464202559,0.010643888,6.745537871
FRMD6,0.731070294,0.65197354,7.566395969,0.272263675,6.174299764
DGKH,-0.172674885,1.947149183,1.728066528,2.269427006,2.128829287
SRARP,-0.010121734,-0.010121734,-0.010121734,-0.010121734,0.01658219
CAMKMT,2.701878703,3.385585857,2.34705376,3.212589719,2.525210443
ATOX1,6.900250199,6.857890385,7.993948044,6.881856448,7.963057019
TRIM22,4.110100392,0.447954358,6.206154458,0.412211843,5.866770209
IFT80,2.819633924,5.723554025,3.731141004,7.402789268,4.902840146
NME3,5.554083206,5.620006531,4.296508339,5.743947253,4.71692736
WDR20,2.916853763,4.478183918,3.504075657,3.435042476,3.935045068
PTPDC1,0.509741271,3.680736624,1.925744682,3.999786242,2.000887648
NRG3,0.006698254,0.112198226,0.022213781,0.022213781,0.022213781
IL12RB1,0.370554521,0.004840251,0.317797787,0.083683064,-0.008754186
ATP5MC1,8.087151291,9.426678832,7.358017391,8.36937216,7.637136862
ZNF106,3.027421391,4.250615246,4.141860567,3.433848146,4.597748845
UGT1A10,-0.015991617,0.012680923,0.026807044,-0.015991617,0.095441502
DRG2,3.388404104,4.316064578,4.338659363,4.223802559,4.50456965
DNPH1,7.070120893,5.777018362,5.220690103,6.226020554,5.201492171
APPL1,4.348655079,2.954510999,3.128963531,4.265345821,3.680340056
UBA6,3.291313077,4.33166276,4.168679969,4.899287289,3.721297964
AMD1,5.176636243,5.477579535,5.052243429,5.064362722,5.497195801
CNTN2,-0.016043772,0.062067609,-0.002705028,0.159603909,0.010502299
SMIM10L1,2.167346019,3.965706941,3.167936891,2.900955923,3.332405912
ASDURF,0.685642595,0.82917318,0.75230072,0.170543783,2.364955849
KLHL42,3.26701574,5.211145189,3.03712512,5.696942456,3.529523721
SNRPC,7.385778554,7.757802746,6.919092214,7.543495718,6.987820951
OR6T1,-0.001420921,-0.001420921,-0.001420921,-0.001420921,-0.001420921
GLT1D1,0.00613694,0.00613694,0.00613694,2.362579876,0.049044523
ANKRD55,0.099365404,0.368879695,0.028034491,0.110870899,0.003330896
ABCC8,0.088871797,1.609956023,-0.024896584,3.672784472,0.00124606
MANBA,4.676525913,1.869338372,4.657551318,4.627409159,4.504955317
AQP11,0.627984596,1.06754646,1.254644802,1.630508501,0.810998051
AL353579.1,0.078919796,0.115139783,0.440731127,0.495440182,0.344195783
SLC36A2,-0.004059685,-0.004059685,-0.004059685,-0.004059685,-0.004059685
LIPE,1.234140896,2.07304506,0.998635081,3.374975019,1.294584359
C16orf70,3.049410604,4.084716605,2.748038104,3.732126855,3.231606228
TMEM47,0.096537137,0.544936346,7.323787234,0.225178708,6.007295279
GAGE12H,-0.002689821,-0.002689821,-0.002689821,-0.002689821,-0.002689821
PANX3,-0.04660886,-0.04660886,-0.04660886,-0.04660886,-0.017354071
ARHGEF40,3.259741469,2.028037559,4.023069854,4.997069128,4.716338254
ZNF816-ZNF321P,0.495231708,0.025829875,-0.00059543,-0.00059543,0.307807967
ARSD,-0.075588237,-0.033272738,2.801564133,-0.089973195,2.685522204
IFNA2,0.000367372,0.000367372,0.000367372,0.000367372,0.051512448
MSANTD2,0.806463522,2.504126903,2.050195406,3.694704198,2.68866716
LIMD1,3.763957849,2.222974529,2.951685154,2.437935966,2.648226331
RDH10,1.467909545,6.204982262,6.177066043,7.509499714,5.242041731
VGF,-0.041695675,6.290084821,0.22500867,5.33370945,0.145387019
MESD,4.430128652,4.239239535,4.807353486,4.563409962,5.381597096
RAB33A,4.340195564,0.687574822,1.67153814,1.657941269,0.486458572
FGD4,-0.064915667,2.388028129,3.255100174,3.181593177,3.586969608
ANXA4,5.164495055,5.839031106,6.40706199,4.959461573,6.299386046
TLR2,0.776301753,0.081343552,0.247671127,0.094850395,0.040037433
BORA,3.206273888,3.532083848,1.193430584,3.189915055,2.968055988
PTH2R,2.382125246,1.072031454,-0.035586184,0.217904223,-0.035586184
S1PR1,0.70626949,0.018744011,1.307382735,0.060869484,1.199547511
THAP11,3.724277145,4.704991597,3.464463829,3.926981057,4.056568014
NFKBIB,3.824431725,4.892575966,3.70026004,4.157420699,3.176819291
ETFB,4.892670084,7.790706507,6.712612309,0.903147052,6.390900922
ZBED5,3.573957496,5.056191814,3.526495397,5.818370564,4.152311755
CACNG8,-0.015833244,-0.029432943,0.024172297,0.185153255,-0.029432943
PLA1A,0.048161796,1.016907349,0.032591829,0.032591829,0.571804514
INPP5F,2.038386286,2.266649965,3.678403274,3.042521334,3.731570998
KISS1R,0.040407446,-0.004247909,0.007074919,2.399396571,-0.027223902
ATXN1L,1.870888029,3.526618011,2.793546388,3.211511525,2.981437894
DKK4,0.02751435,-0.009176753,-0.009176753,0.142531009,-0.009176753
BTBD9,1.501299666,2.005884523,2.506030625,2.166122145,2.436322976
FBP2,-0.053944493,0.023154402,-0.053944493,0.0973432,-0.053944493
GTF2F1,5.818584618,5.652949366,5.292104452,5.801817851,5.471082293
COX6B2,-0.014957814,0.253140606,0.066896543,0.93492022,0.229663664
ABHD2,4.084587313,5.391958199,4.332380229,5.747377672,5.96774903
IGFL4,-0.040379584,0.264132133,-0.040379584,1.393904527,-0.027269075
MESP2,0.021962769,0.171118352,0.183943436,0.472312409,0.27066213
TREX1,4.478849119,0.023508363,2.317981858,3.232168982,3.934253113
EXOG,2.24166544,2.49629356,3.105263149,3.743674939,3.615316871
NEURL1,-0.009638853,5.599755161,0.594918364,3.5379234,0.242025499
RBBP6,3.633682518,5.085276755,3.333679362,5.385298498,4.358452396
NVL,3.853150818,4.442706343,3.20460469,6.273015755,3.744124225
NDUFS2,6.219066753,8.195292859,6.235765899,6.699037763,5.951042825
RHOV,-0.069796638,0.996022334,-0.001996919,1.319135257,-0.069796638
LPAR2,1.78354733,1.681489507,1.026889768,4.031729387,1.44052539
PADI3,0.598831854,0.003801165,0.029419883,0.615278141,-0.03557507
PAGE2B,0.316000349,-0.021991374,-0.021991374,0.266738027,0.10854051
SMARCC1,5.954803885,4.630941279,3.77839578,4.365341317,3.652717858
TLK2,3.61404449,5.448068544,4.037437959,4.986736761,4.279681758
PLEKHM3,1.58860922,2.837194388,2.323442832,2.975208417,2.709325636
FAM3A,3.839256815,4.411328026,4.372746549,4.698683721,4.700141897
PP2D1,0.044229587,0.209683445,0.023057626,0.075256836,0.085411481
H3-5,0.112809876,1.058381154,0.266644643,0.611156504,0.302272471
ATE1,2.845082438,3.227408729,2.563712547,3.308414328,3.122162036
FAM167B,-0.119177015,1.41680348,0.866913712,2.464693253,3.016856951
SPRR2F,-0.00902741,0.23998165,-0.00902741,-0.00902741,-0.00902741
OR2J1,-0.000257376,-0.000257376,-0.000257376,-0.000257376,0.010885056
GRN,8.215754183,6.558430877,8.193447837,8.075742657,8.220946731
GRK3,2.362674429,4.282034929,1.509044316,2.22684882,0.383234197
MTFR2,3.613758955,4.210128928,1.04567415,4.089745919,2.29060816
SLC9A7,3.855134409,1.778290201,4.530573311,3.216972065,2.318933827
PLIN2,6.116510081,4.701426008,6.491321188,0.227810002,5.245807742
RBM46,-0.000896844,0.011367759,-0.000896844,-0.000896844,-0.000896844
PRPS1L1,0.019216261,0.071125382,-0.016245082,-0.016245082,-0.016245082
BOLL,-7.74E-05,0.410604804,-0.012873354,0.025138686,0.025138686
NKIRAS2,4.853160285,6.206444374,5.476009711,4.738330808,4.977417183
C16orf86,1.757553134,0.869113432,0.895905285,0.834855956,1.99423247
PDF,1.802539834,1.303416262,1.534314396,1.338183314,1.768099355
PPM1N,2.276575733,2.191794995,1.276570327,2.908308147,0.879839509
SERTM2,-0.0079047,0.093986087,0.009494751,0.009494751,-0.0079047
TRAPPC10,3.235982122,3.616520407,3.313061895,4.870454262,3.808595122
WDHD1,2.727641462,4.310567572,1.953992653,4.708767037,2.843040844
HRG,0.001562161,0.001562161,0.001562161,0.001562161,0.001562161
NBR1,3.447720628,5.79978939,6.01717854,4.779265616,6.261707528
TMEM256,5.482806418,5.575000974,5.950524989,5.657218071,5.810823421
GALK2,3.937706581,5.19691292,4.186426603,3.696978225,4.089477909
ZFYVE27,3.753532878,4.394681671,3.521706789,4.899019844,3.888547824
EFHB,0.279611297,0.1946992,0.845529015,0.477219667,0.547228272
MAP7D3,3.110260267,2.632579455,3.209523907,1.406178192,3.800820267
LRRD1,-0.000246071,0.085232934,0.049304838,0.061394751,0.01232504
ENPP2,0.102162201,1.417332279,3.596602291,0.430154764,3.129099092
PDC,0.093126324,0.197103934,-0.001509185,0.108386069,0.014643828
USP17L4,-0.001175639,-0.001175639,-0.001175639,-0.001175639,-0.001175639
SUSD6,3.505872582,3.512652917,3.717968949,6.196467821,4.13760881
PPP1R42,0.004237728,0.004237728,0.004237728,0.004237728,0.197298005
SULT1A1,1.456563519,3.731596969,1.930999084,3.04153756,1.313309415
SIPA1,5.865514545,2.622553734,2.841624985,4.802340677,3.02580215
KLHDC3,5.88158349,6.471365209,5.191456579,6.365127678,5.337081005
RNASE10,0.132972885,0.218384666,0.364525202,0.218384666,0.088011672
FCAR,0.00468092,-0.00819128,0.103292103,0.067188027,-0.00819128
PPP2R3A,0.064245408,1.292819752,3.282515871,1.763393675,3.186562274
PCYOX1L,2.661495323,2.683956191,2.781691381,5.343344637,2.128108322
GDF15,0.296334873,1.191025811,6.473503841,5.155436292,3.147545716
GFER,4.19640858,5.840733145,3.519423564,5.037590147,4.20382808
CLEC4G,0.025478926,-1.52E-05,-1.52E-05,-1.52E-05,-1.52E-05
H1-2,2.016828904,5.58614951,6.708556383,9.797640157,5.898244613
RNF112,-0.021146431,0.957357877,0.678259257,0.771927091,2.028192161
TPK1,1.845618035,0.874920453,1.005662358,1.084257927,2.080925499
TGOLN2,5.06967683,5.954601624,6.238812883,6.326735454,6.971469085
SGO2,0.876023892,2.78020591,1.80802318,4.988344918,3.732308579
FOXJ3,4.266746654,5.831280841,3.278441362,5.78175434,3.699401135
FZR1,3.391730247,4.352659922,3.726983771,5.223158705,4.332749324
SPDYE2B,0.188419448,0.591537036,-0.079358951,0.42599572,0.037558965
KLF8,-0.023389235,-0.036667593,0.991014041,-0.023389235,1.872031155
OIP5,3.164022686,4.927171619,1.145572485,4.31044336,2.701469517
PCSK1,0.007778473,6.858707058,0.021663003,6.795879714,3.423051127
RILPL1,0.068559051,1.877319332,3.769607508,2.245985848,3.979643979
OGA,4.560658479,5.504040362,5.371214671,5.112356211,5.869087367
FAM220A,3.173910979,4.036419243,3.597556954,4.171715804,3.494834816
TRIM28,8.680896507,9.177617893,7.449553234,8.883135801,7.690890284
TMEM258,7.944066563,7.679993578,7.628978062,7.541644184,7.583753296
VMAC,1.903387192,1.211104364,0.871444211,3.236768809,1.419262603
THOC5,4.430728419,4.492194195,4.801645099,4.018844466,4.626877181
DNAJC5,4.539475646,5.805394532,4.814338473,4.740675303,4.944502368
TCTN1,2.124135093,5.048359438,4.120455764,5.16942329,5.122698354
CAPNS2,0.115583952,-0.031056179,0.210503016,-0.031056179,0.384395926
FAM24B,2.79156671,4.498335493,2.010475485,0.693916754,3.60682055
AP1S2,3.932706119,3.157356005,4.627970913,3.806754278,4.995034036
KCNMA1,0.028549618,0.698794215,4.096902518,3.206815086,6.933732231
KCMF1,5.168779722,5.710906943,5.618807706,3.986893629,5.669909578
TTLL4,2.318288931,4.447348441,1.895479587,4.270334071,2.91461653
UTP23,3.864496239,3.962232752,2.836027798,4.084085582,3.605466903
GLUD2,0.473719955,0.661120901,0.710699092,-0.027352823,0.789915101
IFNA6,-0.000741644,-0.000741644,-0.000741644,-0.000741644,-0.000741644
JAKMIP3,-0.029541462,1.816331159,0.241862645,0.108164417,0.33570124
H1-7,-0.005561252,0.039218242,0.017048016,0.10325731,0.039218242
GCH1,-0.047274396,5.574900749,0.964732224,3.983201943,0.644920836
WBP2NL,0.000476978,0.351779573,0.078357629,-0.012947175,0.244437439
CAND2,0.028402616,2.083080132,1.801414887,2.911213938,1.877505533
